"annotation_id","annotator","comment","created_at","id","lead_time","sentiment","updated_at"
166,"1","ojala esto sea un punto de inflexión y provoque que al haber tantos partidos sin interés/en los que no hay nada en juego, no se genere la cantidad de dinero esperada, los jugadores no paren de lesionarse y por lo tanto acepten una rebaja salarial masiva (un límite por reglamento que afecte a todos) y que los clubes no busquen más partidos innecesarios con tal de sacar más dinero, todo esto generando un cambio de formato a algo que se asemeje al ideal colectivo.","2025-02-28T10:36:05.267911Z",165,2.066,"Irrelevant","2025-02-28T10:36:05.267962Z"
167,"1","Ayer hubo mucho más de 2 partidos en los que se jugaba la clasificación : City-Brujas y Dinamo-Milan, pero también Stuttgart-PSG, Juve-Benfica y Sporting-Bologna. El nuevo formato tiene muchas pegas, pero sí es emocionante.","2025-02-28T10:36:09.906157Z",166,3.033,"Irrelevant","2025-02-28T10:36:09.906210Z"
168,"1","La Uefa subió un video con los cambios de posiciones a lo largo de la ultima jornada, es impresionante cómo todos se movían y cuánto cambiaba…
Para que al final de cuentas, 22 de los 24 equipos que empezaron en los puestos de clasificación, terminaran donde mismo","2025-02-28T10:36:53.195483Z",167,41.526,"Irrelevant","2025-02-28T10:36:53.195535Z"
169,"1","Demasiados equipos!
Reduzcanla a 24 equipos 
Quiten los play offs 
Y te queda una Champions de ensueño","2025-02-28T10:36:59.879719Z",168,5.043,"Irrelevant","2025-02-28T10:36:59.879776Z"
170,"1","Dejando de lado si me gusta o no el formato, creo importante reconocer que varias de las críticas hacia ""el playoff y las chances de ganar a pesar de"" deberían ser consideradas en la historia de la relación Champions-Europa League.
Hay pros y contras, pero aún así estuvieron siempre allí.","2025-02-28T10:37:07.646906Z",169,3.092,"Irrelevant","2025-02-28T10:37:07.647118Z"
171,"1","Yo sinceramente pensaba que el formato iba a ser peor, me ha sorprendido para bien, luego bien, prefiero el anterior formato","2025-02-28T10:37:15.305295Z",170,5.934,"Neutral","2025-02-28T10:37:15.305354Z"
172,"1","Si pasarán 16 equipos habría más emoción en la última fecha y no solo emoción por tantos partidos simultáneos","2025-02-28T10:37:18.302270Z",171,1.448,"Irrelevant","2025-02-28T10:37:18.302322Z"
173,"1","La verdad es que, si bien es cierto que no es un formato perfecto ni pulido hasta ahora, el argumento de ""Es que no es justo para todos"" lo he escuchado en todas partes y lo cierto es que ¿Cuándo el fútbol ha sido justo? ¿Es más justo que en una fase de grupos convencional el Madrid siempre juegue contra el Sheriff? y que encima después en octavos por sorteo juegue contra el Estrella Roja?... El fútbol es así de injusto y punto y no hay formato que valga para cambiar eso. Al menos aquí los equipos se juegan la vida en todos los partidos, no hacen cálculos sabiendo que partidos pueden perder y cuáles no. Ya me vienen que el primer lugar del Liverpool en este formato es menos meritorio que el PSG porque tuvo enfrentamientos más difíciles... por Dios...","2025-02-28T10:37:21.717526Z",172,1.684,"Irrelevant","2025-02-28T10:37:21.717579Z"
174,"1","Tengo años sufriendo ese formato en México, que no les sorprenda que el City teniendo una primera ronda mediocre se cuele hasta las semifinales o incluso vuelva a quedar campeón.","2025-02-28T10:37:26.718014Z",173,3.034,"Irrelevant","2025-02-28T10:37:26.718072Z"
175,"1","Recuento apariciones en videos LMI 2025:

Videos: 29

Nacho Fantasma González: 19

Pablo Despedido Espinosa: 15

Andrés Pifias Weiss: 11

Ilie Sexy Oleart: 9

El Mago Chozas: 5

Javi de ABT: 1

Marc Paella Cucurella: 1

No se cuenta el detras de camáras de Jesús y Chozas (los mejores) ni tampoco los videos de miembros","2025-02-28T10:37:30.467442Z",174,1.722,"Irrelevant","2025-02-28T10:37:30.467497Z"
176,"1","Me ha encantado el vídeo y como os explicáis. Y os digo esto desde la perspectiva que considero que este formato no es peor que el anterior (tampoco mejor) bajo mi punto de vista.
Creo que hay una forma distinta de verlo que es que estos próximos 16avos de final es como continuar la fase de grupos. Aunque entiendo todos los argumentos en contra (nadie quiere más partidos para los jugadores). Para mí con este formato nos hemos librado de que las últimas dos jornadas solo hubiera un grupo con suerte que estuviera interesante :/","2025-02-28T10:37:33.986496Z",175,2.015,"Irrelevant","2025-02-28T10:37:33.986569Z"
177,"1","No está mal que un torneo sea injusto, considerando que es imposible que un torneo de eliminación directa sea realmente justo. Ahora, se vendía que iban a ser partidos más emocionantes, y aunque la calidad de los equipos permitió partidos geniales, la última fecha no le importaba a nadie más que al City y al Dynamo, porque si bien quedar entre los primeros 8 era un handicap a favor, ya con estar clasificado basta y sobra. 
¿En la fase de grupos anterior pasaba? Hasta cierto punto si, pero equipos como el Barcelona 2021-2022, Atlético 2018, United 2024 se quedaron afuera en ese formato, y en este formato nuevo era practicamente imposible que algo así pasara (tal como sucede con el City, que ganó solo sus partidos fáciles, e igual clasificó entre los últimos).

Veremos si el playoff realmente es significativo. Al final cada partido es único, y hay varios equipos grandes que jugaron bastante mal y tendrán una oportunidad extra de avanzar a la siguiente ronda.","2025-02-28T10:37:42.590888Z",176,6.632,"Irrelevant","2025-02-28T10:37:42.590940Z"
178,"1","pues para mi es lo mejor que le ha pasado a la Champions desde que tengo memoria","2025-02-28T10:37:46.846463Z",177,2.662,"Positive","2025-02-28T10:37:46.846518Z"
179,"1","Me faltan escoceses, por lo demás perfecto nene ","2025-02-28T10:37:51.174726Z",178,2.851,"Irrelevant","2025-02-28T10:37:51.174821Z"
180,"1","Sin entrar en que hay que hacer cambios para mejorarlo y que el ejemplo del city es perfecto en cuanto a que se clasifican ganando 3 partidos de ocho contra rivales flojos, tenemos el ejemplo del año pasado en el que en 4 de los 8 grupos, el segundo clasificado gana 2 de 6 partidos, y se clasifican directamente a octavos, en este caso, aunque sea una repesca y una oportunidad demas, los 5 equipos que se clasifican con menos de la mitad de victorias, lo hacen a dieciseisavos","2025-02-28T10:37:54.450789Z",179,1.593,"Irrelevant","2025-02-28T10:37:54.450840Z"
181,"1","no tirarás a los grandes pero luego jugarán contra los mejores. Es totalmente justo. Con los grupos si que no tiraban a nadie","2025-02-28T10:37:59.627323Z",180,3.357,"Irrelevant","2025-02-28T10:37:59.627422Z"
182,"1","32 equipos, dieciseisavos de final ida y vuelta, un solo bombo con todos los equipos y a jugar","2025-02-28T10:38:03.325770Z",181,2.007,"Irrelevant","2025-02-28T10:38:03.325821Z"
183,"1","1-16 se efrenta último Vs primero y a partir de cuartos sorteo a suerte, 17-24 Europa league","2025-02-28T10:38:07.727311Z",182,1.641,"Irrelevant","2025-02-28T10:38:07.727360Z"
184,"1","La verdad es que me parecen la mayoría quejas muy quisquillosas. Lo de que con el 70% haya 25% eliminados... a quién le importa, francamente? Dónde está el problema?","2025-02-28T10:38:11.560915Z",183,2.027,"Irrelevant","2025-02-28T10:38:11.560970Z"
185,"1","bueno pues es un formato de LIGA para un torneo llamado champions LEAGUE. El formato anterior era de copa, no tengo postura pero al menos ahora honra su propio nombre.","2025-02-28T10:38:20.345490Z",184,7.245,"Neutral","2025-02-28T10:38:20.345542Z"
186,"1","nos hemos tragado 144 partidos para que las cosas esten casi igual , solo estan fuera los malos que se esperaba ya","2025-02-28T10:38:25.267319Z",185,2.143,"Irrelevant","2025-02-28T10:38:25.267369Z"
187,"1","Si estás acostumbrado a ver deporte estadounidense, el formato te tiene que gustar , se puede mejorar pero está muy interesante","2025-02-28T10:38:29.067133Z",186,2.305,"Irrelevant","2025-02-28T10:38:29.067190Z"
188,"1","14:10 Se supone que se eligió hacerse así para evitar ""malos entendidos"" ya que permitiría que varios equipos arreglen partidos y resultados en la última fecha","2025-02-28T10:38:32.031544Z",187,1.326,"Irrelevant","2025-02-28T10:38:32.031597Z"
189,"1","Estais flipaos. Partidazos por doquier y equipos jugandose todo hasta el final.","2025-02-28T10:38:38.134658Z",188,4.612,"Positive","2025-02-28T10:38:38.134718Z"
190,"1","18 partidos en un dia y ninguno me intereso lo mas minimo, creo que mierntras menos partidos mejor, eso si da emoción","2025-02-28T10:38:42.974910Z",189,3.051,"Irrelevant","2025-02-28T10:38:42.974962Z"
191,"1","El mejor formato para tantos equipos es una especie de suizo que usaron en el mundial de LoL este año, en el que empieza todo el mundo en un mismo bombo y te vas enfrentando todo el rato con los que tengan las mismas victorias y derrotas que tu, y que el primero en llegar a 3 victorias pasa de la liga y que cuando pierdes 3 partidos te vas a tu puta casa (en el caso del LoL estos partidos de los que van 3-0 y 0-3 juega un bo3 pero para el futbol para mi lo mejor es a un solo partido)","2025-02-28T10:38:47.061089Z",190,2.136,"Irrelevant","2025-02-28T10:38:47.061140Z"
192,"1","Para el formato es mejorable pero yo creo que el video tiene varios sesgos y de muestras estadistica mucho no saben estos, yo creo que si pulen algunos aspectos la champions seria mejor, y las competencias como estas nunca seran justas en fase de grupos, ligas o lo que sea, bueno pero es su ""opinion""","2025-02-28T10:38:51.883026Z",191,2.955,"Irrelevant","2025-02-28T10:38:51.883080Z"
193,"1","El año pasado el City pasó octavos ganando al Leipzig, Young boys y Estrella roja  ","2025-02-28T10:38:54.859957Z",192,1.394,"Irrelevant","2025-02-28T10:38:54.860015Z"
194,"1","El problema es que sobran equipo, los 10 últimos no deberían jugar en la Champions","2025-02-28T10:38:59.776523Z",193,1.565,"Irrelevant","2025-02-28T10:38:59.776575Z"
195,"1","El camino para que Wile Kalker juegue todos los partidos","2025-02-28T10:39:03.197977Z",194,1.88,"Irrelevant","2025-02-28T10:39:03.198091Z"
196,"1","34:00 y asi darle ventaja en las ligas 
A todos los clubes que fueran eliminados jajajaja vaya tela tio","2025-02-28T10:39:06.979167Z",195,2.023,"Irrelevant","2025-02-28T10:39:06.979298Z"
197,"1","Y si hacen un formato como la NBA? Liguilla todos contra todo a ida y vuelta, luego playoff por clasificación premiando la posición. Eso si habría que reducir los equipos por que si no te vas a 68 partidos y aun falta playoff. Y para los equipos que se clasifican a la champions seguiría haciendo liga nacional de fin de semana y asi decides quien va. Habría que afinar pero yo creo que copiar algo como la NBA con lo bien que funciona sería algo a pensar","2025-02-28T10:39:10.488023Z",196,1.331,"Irrelevant","2025-02-28T10:39:10.488076Z"
198,"1","100% de acuerdo","2025-02-28T10:39:14.443224Z",197,2.265,"Irrelevant","2025-02-28T10:39:14.443277Z"
199,"1","Se podría hacer que del 16 al 24 bajen a UEL por ejemplo","2025-02-28T10:39:20.022548Z",198,3.904,"Irrelevant","2025-02-28T10:39:20.022614Z"
200,"1","acá en Uruguay, con el formato anterior, ver la fase de grupos de la Champions era una cosa emocionante que la mayoría seguía. ahora no conozco a UNO que siga el formato, que lo entienda o le interese. todos esperamos por los play off, en esta fase 0 emoción","2025-02-28T10:39:25.560855Z",199,2.704,"Irrelevant","2025-02-28T10:39:25.560906Z"
201,"1","La primera incongruencia es llamar ""Champions League"" a una competición donde juegan equipos que no han ganado la Liga nacional de la temporada pasada. Ni siquiera la Copa. Lo siento, el formato bueno era el tradicional. Solo los campeones y a sorteo puro. Y si tocaba un Liverpool-R. Madrid en la primera ronda, mala suerte. Pero ahora todo se basa en el dinero. Así nos va.","2025-02-28T14:51:55.282466Z",200,121.369,"Irrelevant","2025-02-28T14:51:55.282487Z"
202,"1","Yo creo que  lo del playoff si es fácil de solucionar. Premiando al top 8: de los que ganen el playoff se hace clasificación por número en la liga regular, el último contra el uno y el primero con el 8","2025-02-28T14:52:13.573797Z",201,15.155,"Irrelevant","2025-02-28T14:52:13.573819Z"
203,"1","BUENA PREGUNTA, CUANTOS SOBREVIVIERON DE CADA BOMBO","2025-02-28T14:52:44.000326Z",202,29.074,"Irrelevant","2025-02-28T14:52:44.000347Z"
204,"1","Uuuuufff espero que este comentario no suene demasiado duro pero discrepo con varias cosas.

Primero que nada me encanta el canal y veo casi todos los videos, gran trabajo.

El formato de la champions actual no es perfecto y esta lejos de serlo, pero el hecho de que se haya cambiado algo ya es ganancia, al menos el ver como funciona el formato le dio otro gusto a la champions este año y dejo atras esos partidos de grupo que a pocos les importaban, porque después de la jornada 4 ya estaba casi todo dicho.

Algunos argumentos que usan como el ""te dejo afuera un equipo con el que no jugaste""..... En copas del mundo quedaste tercero y otro quedó con mejor puntuación igual te elimina y no jugaste con él y no veo a nadie perdiendo la cabeza por eso. En serio chicos mientras escuchaba el video parecia que eran repoertores de 70 años que les cambiaron el formato que ya conocian.

En fin espero no se lo tomen a mal, siempre con la idea de aportar otro punto de vista.

Por último: muestra represntativa........ Es justamente tomar una muestra de un universo/todo....... Como en las encuestas no se toman a todos los ciudadanos se un pais...... Sino a una ""muestra representativa"" del mismo....... ","2025-02-28T14:52:51.951689Z",203,7.014,"Irrelevant","2025-02-28T14:52:51.951723Z"
205,"1","para mi estaria bien y quedarian quizas menos contentos pero agraciados los clubes grandes si solamente entran de forma directa 16 equipos, y va bajando a las otras competiciones los siguientes ocho hacia uefa, y de uefa a conference. Los de conference quedarian eliminados directamente tambien para darle un poco de emocion a esa competicion que no la quiere ni dios","2025-02-28T14:52:56.346938Z",204,3.017,"Irrelevant","2025-02-28T14:52:56.346959Z"
206,"1","Yo era muy crítico, pero ahora estoy encantado. Me gusta bastante.","2025-02-28T14:53:01.913812Z",205,2.172,"Positive","2025-02-28T14:53:01.913830Z"
207,"1","4 grupos de 9 equipos todos contra todos a 2 partidos solo se califican los 4 primeros sería emocionante","2025-02-28T14:53:06.391869Z",206,3.222,"Irrelevant","2025-02-28T14:53:06.391890Z"
208,"1","Básicamente lo mismo de otros años pero con más partidos, una castaña, Nacho fantasma y despidan a Pablo","2025-02-28T14:53:12.932328Z",207,5.074,"Negative","2025-02-28T14:53:12.932352Z"
209,"1","Pablo dice que jugar contrs un equipo más difícil, para luego tener uno más fácil no es un favor, sino que es un regalo porque ""no te lo mereces"".
O sea, un favor es algo que me merezco y un regalo no?
#pifiasLMI","2025-02-28T14:53:19.887544Z",208,4.97,"Irrelevant","2025-02-28T14:53:19.887564Z"
210,"1","Y en los octavos de final, si el 24 le gana al 9, toma esa posición! Es igual que en los torneos de tenis. Si en octavos, el 12 le gana al quinto, luego va a jugar cuartos con el cuarto. Mientras que el octavo si le gana al noveno, le tocará jugar contra el primero. Es así, no le busquen el pelo al huevo!!","2025-02-28T14:53:25.801978Z",209,5.04,"Irrelevant","2025-02-28T14:53:25.801998Z"
211,"1","Jugó ayer Wyle Kalker?","2025-02-28T14:53:28.705511Z",210,1.52,"Irrelevant","2025-02-28T14:53:28.705534Z"
212,"1","Yo volaría los playoffs. Al principio me parecía bastante malo el formato (de hecho ya venía renegando con él en el FM), pero no esta tan mal.

Saludos amigos.","2025-02-28T14:53:45.026780Z",211,14.392,"Neutral","2025-02-28T14:53:45.026798Z"
213,"1","Minuto 1:05  del  video la verdad que no me gusta nada este formato, es una peste fuerte basura absurda y que no se necesitaba este cambio.
Aun así vamos Liverpool  saludos  LMI desde Costa Rica
Fin del video concuerdo con ambos y yo sería más duro con el formato y solo sería de equipos campeones de sus ligas qué ya el mismo nombre de la competición lo dice CHAMPIONS LEAGUE","2025-02-28T14:53:50.978158Z",212,4.49,"Irrelevant","2025-02-28T14:53:50.978174Z"
214,"1","Seria mejor de 16 equipos, ahi si los equipos se pondrian nerviosos.","2025-02-28T14:53:53.956052Z",213,1.991,"Irrelevant","2025-02-28T14:53:53.956070Z"
215,"1","Hola!! Quería dar mi humilde opinión. Habiendo cosas evidentes a mejorar en este formato, lo veo una mejora sustancial con lo anterior. 
No estoy de acuerdo con la mayor parte de puntos negativos que exponeis, aunque para mí, como decís, después de los partidos de playoff debería de jugar el equipo que más abajo quedó y haya pasado con el equipo del top 8 que más arriba haya clasificado (de hecho no haría falta ni sorteo después de playoff con esto) y que el calendario está muy cargado (pero aquí yo eliminaba supercopas, mundial de clubes y demás trofeos que no tienen prácticamente importancia, así como giras por países superlejanos que matan a los jugadores).
Lo que no entiendo, ¿cómo va a ser un favor meterse en playoff? Es totalmente un castigo por no meterse en el top 8. El playoff lo que hace es añadir mucho valor a meterse entre estos 8 primeros y saltarse ahora una eliminatoria que lo más probable es que sea bastante dura, además de que cuanto más arriba quedes tienes el factor cancha durante más eliminatorias. Además,  si no existiese este playoff y viendo que incurris bastante en que los partidos son intrascendentes, ¿qué trascendencia tendría las últimas jornadas para los equipos entre el 20 y el 30 que esta jornada estaban jugándose el todo por el todo? Volverías otra vez a los mismos problemas del formato anterior. Em conclusion con esto, entiendo que digáis que es un favor para el City por ejemplo, ¿pero para la Atalanta que quedó novena esto es un favor?
Por otra parte, como es imposible que todos jueguen contra todos, el playoff sirve como elemento regulador del efecto de que el calendario no sea equitativo para todos y que un equipo no quede eliminado de primeras sólo por tener un calendario más duro. 
Además, si lo que se hace es comparar con el formato anterior lo más justo sería ver qué equipos se clasifican a octavos y no con los que pasan de ronda ahora (los PO + liga lo contaría como uno) por lo que aquí también se eliminaría al 50% de los equipos y sí que es bastante más probable que caigan equipos grandes (de hecho caerán seguro City, Madrid o Bayern cosa que con el formato anterior es imposible, ya que con ganar a los equipos de bombo 3 y 4 les daba de sobra para pasar, algo que ocurrió en muchísimas ocasiones).
Por último, al formato anterior era algo a lo que había que darle una vuelta sí o sí. La última jornada e incluso la anterior en muchos grupos era casi siempre intrascendente y con suplentes, estando casi todos clasificados salvo el caso de 2  de los 8 grupos.El Madrid y Bayern por ejemplo jamás han caído en fase de grupos del formato anterior (de hecho el Bayern llevaba 41 partidos seguidos de fase sin perder y el año pasado el Madrid en el tercer partido estaba clasificado) y el City desde su primera temporada en champions no cae en grupos","2025-02-28T14:54:03.675257Z",214,8.301,"Positive","2025-02-28T14:54:03.675276Z"
216,"1","Existe un formato en una liga que es similar a la nueva Champions, que es el chiste que es la Liga MX (en Mexico) donde su formato es similar donde el lugar 10 fácilmente puede ser campeón, es como dicen es premiar a tu hijo el mas flojo con solo estudiar un par de dias  puede ganar el Diploma de reconocimiento que tu otro hijo que estudia a diario hace todos sus trabajos.","2025-02-28T14:54:11.382184Z",215,6.292,"Irrelevant","2025-02-28T14:54:11.382209Z"
217,"1","“Eso no es una liga”

Literalmente son todas las ligas desde la jornada 1 hasta la penúltima.","2025-02-28T14:54:15.695176Z",216,2.898,"Negative","2025-02-28T14:54:15.695198Z"
218,"1","A mi sinceramente me ha gustado. Entiendo que es injusto... pero ha hecho que este pendiente de muchos más partidos y rivales ya que pasas de una liga de 4 a una de 36...","2025-02-28T14:54:28.097246Z",217,5.671,"Positive","2025-02-28T14:54:28.097265Z"
219,"1","Os habéis dejado un punto que me parece bastante importante, que te puedas cruzar con otro equipo de tu mismo país en dieciseisavos, puede pasar que en cuartos solo quede 1 equipo Italiano por ejemplo","2025-02-28T14:54:35.244428Z",218,5.866,"Irrelevant","2025-02-28T14:54:35.244451Z"
220,"1","Todo el argumento de ""es injusto"" se cae porque TODOS tienen un calendario de 8 partidos y TODOS juegan partidos con rivales de todos los bombos, la ""justicia"" que tanto buscan es meramente imposible","2025-02-28T14:54:39.643913Z",219,2.465,"Irrelevant","2025-02-28T14:54:39.643930Z"
221,"1","No he visto el video, pero seguro que Pablo va a tentar su suerte proponiendo la venta de Isak frente a “prohibido hacer videos del Newcastle” Nacho.","2025-02-28T14:54:45.526572Z",220,4.064,"Irrelevant","2025-02-28T14:54:45.526594Z"
222,"1","Más partidos que no van a ningún sitio. El año que viene 100 lesiones de cruzado más.","2025-02-28T14:54:53.143170Z",221,6.124,"Negative","2025-02-28T14:54:53.143194Z"
223,"1","Lo que más me gusta de este formato es que con la carga de partidos está mas cerca que se carguen el fútbol de selecciones en medio de la temporada y mandarlo a junio-julio.","2025-02-28T14:55:00.868160Z",222,6.927,"Negative","2025-02-28T14:55:00.868188Z"
224,"1","No entiendo la narrativa de los equipos pequeños, me estás diciendo que prefieres que pase el brujas, que lo más probable es que pierda en la primera eliminatoria, a que pase el Manchester city que puede llegar más lejos. Todo el mundo está a favor de esta narrativa pero después cuando hay una eliminatoria como Lyon-Bayern en 2020 en semifinales, la gente ya sabe quien va a pasar y le quita emoción","2025-02-28T14:55:14.901603Z",223,12.329,"Irrelevant","2025-02-28T14:55:14.901624Z"
225,"1","Antes de que empezará la Champions era muy escéptico y me parecía una basura de sistema. He de decir que, después de verlo, si bien me parece que no es perfecto, creo que mejora el sistema anterior. La gente habla de que no ha habido tantas sorpresas, pero la realidad es que si vemos las fases de grupos de años anteriores, en 6 de cada 8 grupos el orden era exactamente el que podíamos anticipar después del sorteo, y máximo podía haber un grupo de la muerte. Con el sistema anterior, el Aston Villa o el Lille jamás hubieran podido quedar entre los 8 primeros, mientras que se han quedado fuera y van a tener que pasar por una fase previa City, PSG, Madrid, Juventus y Bayern. De entre Bayern Madrid y City, 3 de los 5 favoritos antes de empezar la temporada, mínimo 1 se va a quedar fuera de los octavos. Lo que me parece muy mejorable y bastante incomprensible es lo de los cruces, que como habéis explicado no tiene sentido. Para mi, debería ser con el sistema de Playoffs de la NFL: una vez pasen los 8 equipos de la ronda previa, que el 1º de la fase de grupos (Liverpool) se enfrente al equipo clasificado que peor haya quedado de los que ha pasado en esta fase previa, el 2º al segundo peor que haya pasado y así sucesivamente.","2025-02-28T14:55:26.079274Z",224,9.361,"Positive","2025-02-28T14:55:26.079300Z"
226,"1","Tendrias que considerar 16s como fase de grupos cuando hablais de equipos clasificados o eliminados. Pensadlo: bayern, madrid o city NO estaran en octavos","2025-02-28T14:55:30.315747Z",225,3.073,"Irrelevant","2025-02-28T14:55:30.315765Z"
227,"1","Y el formato de dar de baja a Pablo cuando lo graban?","2025-02-28T14:55:34.981820Z",226,3.251,"Irrelevant","2025-02-28T14:55:34.981838Z"
228,"1","Por mi que hagan 12 partidos en la fase de liga (tres equipos de cada bombo) y ya solo pasan los ocho primeros a cuartos de final y se acabó. Es jodido que cualquiera que no este dentro de esos ocho mejores pueda quedar campeón al final. Se llama Champions LEAGUE, es decir, LIGA.","2025-02-28T14:55:43.446660Z",227,6.992,"Irrelevant","2025-02-28T14:55:43.446680Z"
229,"1","¿Grupos de 6'a una sola vuelta en la que solo pasen los dos primeros? ¿Cuanto tardarás en darte cuenta de que eso son 5 partidos? Número impar.... Partidos en casa y fuera.... ¿Lo has pillado ya?","2025-02-28T14:55:52.213010Z",228,7.085,"Irrelevant","2025-02-28T14:55:52.213039Z"
230,"1","Formato suizo y que se eliminen la mitad. Listo.
Yo probaría el otro año ese formaro y ver si funciona o no. Deben seguir probando año a año hasta encontrar un formato ideal.
Estot con Pablo, no me gustó nada del formato actual. Lo de representativo de Nacho, tiene sentido sí, pero no me convence tanto.
Ahora, con este formato no solo se clasifican un grande como Madrid o City rindiendo pésimo, sino que también se clasifican equipos que con el formato anterior era más difícil verlos pasar, pero eso no quiere decir que me convenza el formato.","2025-02-28T14:55:55.442107Z",229,1.761,"Irrelevant","2025-02-28T14:55:55.442126Z"
231,"1","El problema que veo es que no se animen a crear una liga de verdad, no un torneo, una liga de toda la vida sin eliminatorias, entiendo que ya sería sobreexplotación a los futbolistas, pero si nos ceñimos a demostrar quién es el mejor de Europa, entonces no se puede hacer un formato tan aleatorio. Por supuesto esto lo comento sin demeritar a los que hayan ganado competencias de eliminatorias, a veces si es el mejor de los que hay quien la gana, y si no, es de los mejores.","2025-02-28T14:56:02.175318Z",230,5.773,"Irrelevant","2025-02-28T14:56:02.175337Z"
232,"1","¡ El problema de la champions es que la FIFA ven el fútbol cómo un medio de entrenamiento y no lo ven Como un deporte!","2025-02-28T14:56:13.926167Z",231,9.317,"Irrelevant","2025-02-28T14:56:13.926190Z"
233,"1","A mi me gustó el nuevo formato entiendo que es injusto, pero en lo personal me a emocionado, usualmente solo estoy pendiente de los partidos de mi equipo, pero este año me vi muchos más por la narrativa generada (man city, psg).","2025-02-28T14:56:18.104890Z",232,3.028,"Positive","2025-02-28T14:56:18.104909Z"
234,"1","Comparto casi todo. A su vez creo que no es tan malo como se dice. Es un formato que no me gusta, pero bueno, está bien. Es la Champions.","2025-02-28T14:56:26.873401Z",233,7.519,"Neutral","2025-02-28T14:56:26.873424Z"
235,"1","Si mañana el Arsenal le toca con el Inter o un equipo top. Me cagare mil veces en este formato, es que ya no soporto jajaja","2025-02-28T14:56:31.091499Z",234,4.252,"Negative","2025-02-28T14:56:36.157961Z"
236,"1","A mi me parece un formato diseñado para que no se quede ningún grande , da muchas oportunidades para enderezar el camino.","2025-02-28T14:56:45.827389Z",235,8.267,"Irrelevant","2025-02-28T14:56:45.827417Z"
237,"1","HONESTAMENTE EL SISTEMA TIENE COSAS BUENAS Y MALAS...

Cree un nuevo sistema (manteniendo el sistema actual), el que analice y compartí con varios amigos y les pareció justo 

Ronda de grupo de 8 equipos. todos contra todos al igual que ahora, pero clasifican 12 directamente (lo que daría que clasifiquen quienes hayan ganado 5 partidos de los 8)

Del 13 al 20 clasifican al playin (el cortes debería quedar en 12 puntos APROX, la mitad de los puntos posibles)
Esos 8 equipos jugarían en partidos de ida y vuelta para definir los últimos 4 clasificados a octavos


-- OCTAVOS 

* SORTEO PARA DECIDIR RIVALES

LOS 8 PRIMEROS CLASIFICADOS CIERRAN DE LOCAL EN OCTAVOS

Los 4 primeros quedan como cabezas de serie, solo podrían jugar entre ellos desde semis en adelante
Del 1 al 8, solo pueden jugar en octavos con alguien del 9 en adelante
el Sorteo de octavos decide los rivales hasta cuartos

-- SEMIS

* SORTEO PARA DECIDIR RIVALES

BOMBO UNICO, todos al azar cierra de local el que termino en mejor posición en ronda inicial","2025-02-28T14:56:51.062154Z",236,3.693,"Neutral","2025-02-28T14:56:51.062222Z"
238,"1","No es malo del todo... Pero se puede mejorar y espero que lo hagan.","2025-02-28T14:56:57.003705Z",237,3.748,"Neutral","2025-02-28T14:56:57.003727Z"
239,"1","El Brest estando en el bombo 4 ha tenido rivales más faciles que por ejemplo el PSG que estaba en el 1. Es injusto. Yo sinceramente hubiera hecho grupos cerrado pero en vez de 4 como hacían antes que fueran 6 asi hay partidazos en todos los grupos y tambien partidos ante rivales más sencillos","2025-02-28T14:57:00.278092Z",238,2.071,"Irrelevant","2025-02-28T14:57:00.278112Z"
240,"1","De momento el formato es más interesante porque ha hecho que todos los equipos se pongan las pilas y jueguen 8 partidos con los titulares donde cada gol cuenta, incluso si vas ganando. Los haters del formato tenéis poca memoria: más del 90% de grupos de las dos últimas décadas en Champions eran pachangas continuas soporíferas. El Madrid ha ganado tropecientas Champions quedando segundo de grupo porque se la traía flojisima esa fase de la competición sin cero penalizaciones (no como ahora que se durmió un par de partidos y le ha costado 2 partidos extras y una eliminatoria con el City) 
El formato no es perfecto, pero seguir como antes era insufrible","2025-02-28T14:57:07.212210Z",239,5.682,"Neutral","2025-02-28T14:57:07.212229Z"
241,"1","Coincido en todo con pablo y nacho. Los playoffs no deben existir. Clasifican los 16 primeros y listo. Asi va a haber mucha mas emocion sobre quien entra y quien queda fuera durante casi TODA la ""liga"" y no solo ahora al final.. si, va a seguir habiendo partidos irrelevantes y cada vez antes (por los de la zona de abajo) pero la pelea de a ver quienes entran va a ser muchisimo mas emocionante y por mas jornadas

Personalmente en esta champions unicamente vi los partidos del liverpool, a lo mejor en champions anteriores podia ver algun que otro partido mas que sea bueno o que se decidan cosas.. pero esto fue un embrollo de cabeza y daba la sensacion que los partidos no eran importantes, ademas es imposible seguir todo. El formato no me gusta y estaria bueno eso que dijo pablo, grupos de 6 y clasifican los 2 primeros.. pero todos sabemos que eso no conviene asi que no va a pasar. Por eso, adaptandome a este formato de mierda lo que haria es sacar playoffs como dije","2025-02-28T14:57:13.933160Z",240,5.014,"Irrelevant","2025-02-28T14:57:13.933179Z"
242,"1","acabo de ir a ver el video de los imperios y vuelvo a este porque era necesario! periodismo y diversión","2025-02-28T14:57:22.303093Z",241,4.803,"Irrelevant","2025-02-28T14:57:22.303114Z"
