id,comment
236,"HONESTAMENTE EL SISTEMA TIENE COSAS BUENAS Y MALAS...

Cree un nuevo sistema (manteniendo el sistema actual), el que analice y compartí con varios amigos y les pareció justo 

Ronda de grupo de 8 equipos. todos contra todos al igual que ahora, pero clasifican 12 directamente (lo que daría que clasifiquen quienes hayan ganado 5 partidos de los 8)

Del 13 al 20 clasifican al playin (el cortes debería quedar en 12 puntos APROX, la mitad de los puntos posibles)
Esos 8 equipos jugarían en partidos de ida y vuelta para definir los últimos 4 clasificados a octavos


-- OCTAVOS 

* SORTEO PARA DECIDIR RIVALES

LOS 8 PRIMEROS CLASIFICADOS CIERRAN DE LOCAL EN OCTAVOS

Los 4 primeros quedan como cabezas de serie, solo podrían jugar entre ellos desde semis en adelante
Del 1 al 8, solo pueden jugar en octavos con alguien del 9 en adelante
el Sorteo de octavos decide los rivales hasta cuartos

-- SEMIS

* SORTEO PARA DECIDIR RIVALES

BOMBO UNICO, todos al azar cierra de local el que termino en mejor posición en ronda inicial"
237,No es malo del todo... Pero se puede mejorar y espero que lo hagan.
238,El Brest estando en el bombo 4 ha tenido rivales más faciles que por ejemplo el PSG que estaba en el 1. Es injusto. Yo sinceramente hubiera hecho grupos cerrado pero en vez de 4 como hacían antes que fueran 6 asi hay partidazos en todos los grupos y tambien partidos ante rivales más sencillos
239,"De momento el formato es más interesante porque ha hecho que todos los equipos se pongan las pilas y jueguen 8 partidos con los titulares donde cada gol cuenta, incluso si vas ganando. Los haters del formato tenéis poca memoria: más del 90% de grupos de las dos últimas décadas en Champions eran pachangas continuas soporíferas. El Madrid ha ganado tropecientas Champions quedando segundo de grupo porque se la traía flojisima esa fase de la competición sin cero penalizaciones (no como ahora que se durmió un par de partidos y le ha costado 2 partidos extras y una eliminatoria con el City) 
El formato no es perfecto, pero seguir como antes era insufrible"
240,"Coincido en todo con pablo y nacho. Los playoffs no deben existir. Clasifican los 16 primeros y listo. Asi va a haber mucha mas emocion sobre quien entra y quien queda fuera durante casi TODA la ""liga"" y no solo ahora al final.. si, va a seguir habiendo partidos irrelevantes y cada vez antes (por los de la zona de abajo) pero la pelea de a ver quienes entran va a ser muchisimo mas emocionante y por mas jornadas

Personalmente en esta champions unicamente vi los partidos del liverpool, a lo mejor en champions anteriores podia ver algun que otro partido mas que sea bueno o que se decidan cosas.. pero esto fue un embrollo de cabeza y daba la sensacion que los partidos no eran importantes, ademas es imposible seguir todo. El formato no me gusta y estaria bueno eso que dijo pablo, grupos de 6 y clasifican los 2 primeros.. pero todos sabemos que eso no conviene asi que no va a pasar. Por eso, adaptandome a este formato de mierda lo que haria es sacar playoffs como dije"
241,acabo de ir a ver el video de los imperios y vuelvo a este porque era necesario! periodismo y diversión
242,Me gusta el formato de la liga en champions. Habían muchos equipos que se quedaban fuera en la anterior champions simplemente porque no tuvo suerte en el grupo que estaba. Equipos con 10 puntos en un grupo no pasaba a la siguiente ronda. Pero equipos con 9 u 8 puntos en otro grupo si pasaban eso es injusto. Si sería bueno que pasaran solo los 16 primeros y los siguientes 8 a Europa ligue. Y en ese caso jugar un play off en Europa ligue como se hacía anteriormente. Y lo que dice nacho. La ventaja en la tabla de clasificación sea para tener un rival un poco más fácil en octavos pero para cuartos sortear los cruces
243,"Si lo divides en dos grupos, lo haces más ameno a la vista y a mejor comprensión tal cual NFL o NBA. Y respetar tu lugar en la fase de liga. Si el Liverpool quedó 1. Fantástico, que siempre se enfrente al peor. 
Si el ManCity quedó 22, bueno, si le ganas al 10, bueno, toca ahora el 1, y si le ganas al 2, y si ganas al 4. Etc.
En la NFL no se enfrentan todos vs todos ️. Y si lo piensas, en los formatos de Copa, tampoco.
Con los 2 grupos, sabes que los que están en tu grupo solo se enfrentaron a equipos que estén ahí mismo. Respetando lo de enfrentar 2 de cada bombo."
244,"A mí lo que no me gusta es el sorteo. Directamente tendrían que jugar 9° vs. 24°, 10° vs 23, etc. Y en todo caso para mantener el beneficio que en los 8vos juegue el 1° con el ganador de Play-Off peor ubicado en liga, así sí pasa el 24° no tenga el premio de jugar con el 8° o el 9° de la liga y sí o sí juegue con el 1°."
245,"Yo creo que el formato es bueno 
Los 8 primeros tienen una buena ventaja porque juegan dos partidos menos. 
Del 9 al 24 los partidos son por el puesto en el que quedaron.
Todos los martes y miércoles hay un partidazo para ver.
Todo es más emocionante porque todos los partidos cuentan al compartir la liga.
Dicen que la última fecha no se jugó nada y debido a que perdió el Milan y el Bayern perdió la penúltima fecha contra el Feyenoord tenemos un city vs Bayern o real Madrid 
Si quieren sacar la suerte del fútbol, es sacarle la chispa, no se puede."
246,"Más partidos, más partidazos y encima más justo...a quien no le guste pues será del Madrid"
247,"Hablemos de copas serias, como la Chozas Cup que se fue a Países Bajos"
248,"La idea esta buena, pero le falta mucho para que quede bien."
249,"Creo que en lo que mencionan de 144 partidos para eliminar a solo 1/3 de los equipos participantes radica el principal motivo de UEFA: generar más partidos, no importa como. El playoff intermedio es otro ejemplo de ello. UEFA y FIFA (que en mi opinión no representan a los seguidores del fútbol) generan más dinero por contratos televisivos al tener más partidos. Y por enésima vez los perjudicados son los jugadores, quienes al menos algo han llamado la atención, de acuerdo a lo que han mencionado en el video.

Personalmente no me gusta el nuevo formato. He visto desorden e injusticias en la tabla única y calendarios individuales."
250,"Formato que me gustaría: 
3 Grupos de 10
Juegos contra los nueve de tu grupo(sería solo una más que ahora)
Se clasifican los 5 mejores de cada grupo y el mejor sexto
Asi quitamos el playoff y se juega contra un equipo más en fase de grupos para que sea algo más representativo
Y además estarías en un clasificación en la que jugás contra todos, para que sea algo más justo"
251,Yo creo que la solución a la fase grupos/liga es un suizo. El formato suizo hace atractivo y justo el formato
252,Yo solo veo a la UEFA haciendo clink a la caja. Mayor numero de equipos y partidos.
253,Resumiendo: Es mas injusto pero mas divertido
254,"A mí no me gusta nada, porque no te enteras de que rivales son los tuyos, como van con los que compites por puestos o muchos rivales nivel Conference League."
255,"No estoy de acuerdo, tanto que se critica el anterior formato y quedaron afuera equipos como Juventus, Barcelona x 2, Manchester united o Inter en los últimos 5 años. Y acá un equipo que dio lástima como el city paso."
256,"Lo que hablan alrededor del minuto 14 se soluciona haciendo el formato de playoff/eliminacion al estilo mexicano, donde no hay sorteo y todos los enfrentamiento son por tabla, y si el 24 elimina al 9 pues entonces el 24 enfrenta al 1, y asi sucesivamente"
257,"Para mala suerte la del Celtic este año....Manchester city,R.Madrid o Bayern  (el Celtic ha vencido a un Leipzig que nadie esperaba que diera este resultado...y empató en Italia con el Atalanta)"
258,"El city se clasifico ganando a brujas, Slovan brastilava y sparta praha, bueno es un punto, pero el año pasado le gano al Leipzig, estrellla roja, young boys y como rival en la próxima ronda se enfrentl al Copenhague, pero esta temporada se enfrenta al madrid como castigo por solo haberle ganado a esos equipos menos buenos, el formato ha mejorado"
259,"Algo me dice que extrañan los grupos de la muerte Madrid,shaktars de turno, sheriff y otro equipo malísima en el mismo grupo"
260,"El mejor formato posible es que fuera una liga de todos contra todos donde la cantidad de equipos se vea reducida para que los verdaderos campeones de europa juegen la competición y no el tercero o cuarto de cada liga. Obviamente se mantendría la ronda clasificatoria de toda la vida porque ligas locales en europa hay muchisimas y la idea no es saturar el calendario mas de lo que ya está.... quien dijo que el cuarto de la liga española es un campeon de europa?  no tiene sentido no ganó un título. 

Con este formato tambien la UEFA le haría una competencia a la Superliga. Todos los equipos se enfrentan a todos y así también tiene mas sentido decir ""soy el mejor equipo de europa"" porque jugué contra todos y no solo contra unos cuantos. Y si quieren mantener una final pues que el primero y segundo disputen un último partido. Aunque para mi quitaría merito"
261,"Pablo, hijo...con 5 partidos por en la liguilla cómo carajo eliges qué equipos juegan 2 partidos en casa y cuáles juegan tres?"
262,"Me gusta el formato liga, pero sortear los playoffs? Es una manera de dificultar algo en lugar de simplificarlo. El más alto rankeado vs el último y así sucesivamente."
263,"#PifiasLMI Nacho queriendo hacer gala de su prosa se tira un ""no sé si errores, pero desde luego una de las grandes fallas"". Errores =fallas."
264,"Traigo la solución a todos vuestros problemas:
- 1 al 8 se clasifican directamente para octavos
- 9 al 12 se clasifican igualmente para octavos
- 13 al 24 juegan el play in
- Entonces, al acabar la fase de liguilla, en la primera jornada de play in se enfrentan el 17-20 contra el 21-24 a partido único en casa de los primeros (con prórroga y penaltis)
- En la segunda jornada del play in, se enfrentan el 13-16 contra los ganadores de la primera jornada a partido único en casa de los primeros (con prórroga  y penaltis)
- Como resultado ya tendríamos los 16 equipos clasificados para óctavos de final. Y aquí viene lo bueno: los equipos clasificados del 1 al 8 ESCOGEN sus rivales para los octavos de final en un draft televisado. Primero elige el 1 entre todos aquellos equipos clasificados fuera del top8, luego elige el 2 de entre el resto, luego el 3 y así hasta completar el cuadro.
- A partir de cuartos se vuelve al sorteo de rivales puro y duro."
265,"Honestamente, creo que habéis caído en la sobrerreacción, muchachos. No tengo una opinión formada del nuevo formato de la competición porque creo que es muy difícil establecer conclusiones a menos de cinco años vista. Entiendo la urgencia del vídeo por ser algo de lo que está hablando todo el mundo, pero no creo que exista a día de hoy nadie que pueda decir blanco, negro o gris con tan solo una edición. Después hay otras cosas como ""lo fácil que lo tiene el 18avo"" que creo que no nos damos cuenta de que esos equipos tienen una eliminatoria más que el top 8 y que, en cualquier caso, se van a tener que enfrentar a ellos si realmente los del top 8 son buenos y los del 16-24 quieren ganar el torneo. En fin, que no tengo una opinión todavía y no creo que alguien pueda decir con certeza A o B"
266,"A mi me ha gustado. Es un poco aleatorio, pero es divertido. Y hay mas partidos y mas dinero, que es lo que quieren dueños, fifa  y jugadores"
267,Com este formato le quitan la emoción de la europa league por que yo al menos los veia por uno que otro equipo grande bajaba ahora mo hay ni eso y 3n la europa league sin ser malo solo hay la emoción de ver maximo unos 6 equipos de ahi.
268,"Creo que la forma de arreglar la primera fase seria hacer que el ultimo partido se sorteara antes de este, me explico, despues de la jornada 7 se eligan los rivales respecto al coeficiente uefa, que los grandes jueguen contra los grandes, haciendo posible eliminarlos antes de play off, “ej city vs levercuzen en ves de contra el brujas”,y pqueño contra pequeño para tener una guerra por las ultimas entredas, asi los grandes que lleguen mal a la ultima jornada la tendran jodida porque se enfrentaran a otro grande y el pequeño que lo haya echo medio bien puede meterse derrotando a otro de su mismo “nivel”"
269,"Están equivocados cuando lo intentan plantear como un formato que avanzan 24 de 36 y no, no pasan 24, pasan 8, y los otros 16 tienen una segunda oportunidad que son los partidos de play off, si ves los cruces son muy parejos, solo hay pocos que están desbalanceados, la mayoría  podría ganar cualquiera, además que agregar 2 partidos de máximo nivel al calendario, mientras tu rival está libre termina repercutiendo en la liga. Solo tienes que ver el calendario que tendrá el Madrid y el Barça en Febrero, son la noche y el día y mucho tiene q ver esos partidos de ""play off"" q te quieren vender como si fueran 2 partidos mas y ya, y q no pasa nada"
270,"Un favor jugar 2 partidos más llenos de tensión?
Dios mío, que mamarrachada"
271,"El argumento de que el Manchester City ha ganado solo 3 partidos de 8 y que no merecería clasificar no me parece válido porque si bien no ha ganado la mitad, tampoco ha perdido más de lo que ha ganado. En mi opinión, se pierde validez cuando equipos clasifican con más derrotas que victorias En fase de grupos anterior había equipos que avanzaban con 8 puntos (2 victorias, 2 empatados y 2 derrotas) que corresponde al 33% de partidos ganados. Incluso en fase de grupos se podían dar combinaciones con que clasificaran equipos con 6 puntos (1 victoria, 3 empatados y 2 derrotas) como fue el caso de Colo-Colo en Copa Libertadores de Sudamérica, que si bien no es UCL pero es el mismo formato de grupos.

Creo que lo más realista en este momento sería (con los 36 equipos), con 3 grupos de 12 equipos:
-3 equipos del Bombo 1
-3 equipos del Bombo 2
-3 equipos del Bombo 3
-3 equipos del Bombo 4
Donde se juegan los mismos 8 partidos como ha sido esta temporada (con equipos del grupo obviamente). La tabla de posiciones sería un poco más representativa porque se jugaría con 8 equipos de los 12.
Clasifican los primeros 5 equipos por grupo y el mejor 6° entre los tres grupos a octavos de final. Me parecería un formato extraño pero un poco más justo y pensando en lo que la UEFA podría hacer, sin reducir los equipos, sin reducir partidos, etc."
272,Tendrían que pasar los 16 primeros
273,"La UEFA ya hizo algo parecido con la Eurocopa cuando en la Eurocopa de 2012 solo había 4 grupos a la del 2016 metiendo 2 grupos más y que pasasen los 4 Mejores terceros añadiendo una ronda de eliminatoria más; de pasar 8 de 16 equipos a cuartos de final lo que supone un 50%, a pasar 16 de 24 equipos lo que es un 66%; lo que quiero decir que no es algo nuevo que la UEFA ayude a los equipos/selecciones grandes solo que nos tendremos que acostumbrar a los formatos."
274,"yo haría dos ligas de 18 y que clasificaran los 8 primeros de cada liga, y asi ya tienes bombo A y bombo B  para hacer sorteo de octavos directo (siendo del 1º al 4º jugar en casa la vuelta por ejemplo)"
275,"14:10 es que entendiendo el formato (no me gusta nada) la tabla no tiene porque premiarte porque justo como dicen antes no jugaste contra los mismos equipos. Al final es que no debería de haber tabla , es agrupar a los equipos en directos play offs y eliminados , el error es armar una tabla y armar cruces por la posición de la tabla (ojo entendiendo el formato)."
276,Lo más emocionante de la última jornada de Champions fue el seguimiento en vivo de la actualidad de la muerte de J.F.K.
277,"Se debe analizar los beneficios para equipos pequeños los cuales son los que desarrollan a los nuevos prospectos del futbol pasen o queden eliminados. Se debe poner sobre la mesa el futbol como parte del todo en un mundo tan globalizado. Economico; esa es la base aunque no nos guste, deportivo; con los pro (mas minutos para la exposicion de jugadores en caso de equipos pequeños y en los grandes la oportunidad de utilizar jugadores de segunda linea los contra ; mas riesgo de lesion y el desgaste del equipo en general por poco tiempo de recuperacion etc, tambien los creadores de contenido se benefician al tener variedad de temas para abordar al rededor del mundo en torno al futbol. Es complejo es un tema bipolar como el mundo mismo."
278,"Vi el video completo. En desacuerdo con el 90% del mismo. Respecto al formato, solo estoy en desacuerdo con el sembrado del play-in, el resto del formato me encanta. Saludos."
279,"Desde el punto de vista del espectador, desde el espectador.
La superliga era mucho mejor opción que esta Champions League.
Me gustaría ver que el campeón de Rumania le gane al Real Madrid, eso me gustaría ver."
280,"Solo quiero decir una cosa, vaya brazo está sacando Nacho no?"
281,"Al jugador de fútbol que no le guste tener ""tantos partidos"", gustosamente le cedo mí silla de 9 a 5 con un jefe detrás y yo gustosamente ocupo su posición entrenando y jugando cualquier liga donde se esté quejando. 

Generación de cristal intensifies."
282,"Sinceramente si queréis una competición que sea justa una competición con final no es la competición, en todo caso la competición es una Liga lo cuál por motivos obvios es completamente inviable."
283,"Como ya he comentado en a bote pronto, diría que este formato busca, precisamente que haya más equipos de ""nivel"" jugando los PO después de la fase de grupos, a fin de tener ""mejores"" partidos.

Para ejemplo, el Madrid y el City. Con 15 y 11 puntos convirtiéndolo al formato anterior serían 11 y 8 puntos respectavamiente. La temporada pasada hubiese supuesto que el Madrid se hubiese clasificado en 5 grupos (quizás en uno como 1°) y el City tan sólo en uno de ellos (como 2° claro). Sin embargo, aquí los tenemos a los dos y aunque hayan hecho una fase regular regulera o mala, ha sido suficiente para seguir y esto, para el espectador más promedio que prefiere ver a los mejores, o supuestos mejores, es casi que ideal."
284,"Que se yo, que Pablo se pague lo que dice que el uzbeko se paga"
285,"Lo primero que quiero decir es que ha sido un GUSTAZO leer todas las opiniones de la gente de la comunidad, desde la educación, tanto a favor como en contra. Una vez más, este es el sitio correcto para estar. 

En cuanto al vídeo, no sólo estoy de acuerdo con las opiniones dadas, sino que se han dicho cosas que no se me habían ocurrido (como lo de Nacho diciendo que ahora todos juegan contra equipos de sus mismos bombos) y me han encantado los argumentos"
286,"Liga  normal  todos contra todos pasan los primeros 4 , 4tos de final y de ahí eliminación directa a 1 partido, si quedas primero y segundo juegas en casa , listo ️  arreglado de nada UEFA"
287,"Un buen formato es el paulistao. Vuelven los grupos de 4 pero nunca juegas contra tus rivales de grupo, sino contra todos los equipos de otros dos grupos para completar 8 partidos"
288,"bastante acertado nacho, en cambio pablo vaya mierdon de opinion, saludos (no me he visto el video)"
289,"Hay un formato que se usa en The International (Dota 2) en el que hay una fase de liga y después enfrentamiento divididos en 2, upper bracket y lower bracket. Los del upper bracket van jugando, el que pierda, va al lower bracket"
290,"Si hay más formas. Para comenzar se podrían haber hecho cuatro grupos de 9. Y jugar 8 partidos. Más variedad y los 9 compiten contra los mismos. Y puedes clasificar a los primeros y segundos y play off terceros contra sextos y cuartos contra quintos. Por ejemplo.
Y para que fuese más justo los cruces si tenemos el formato actual, lo suyo habría sido que los octavos no se decidiesen de ante mano. Sino se dispute el play off igual que ahora. Pero el Liverpool jugase contra el peor que pase el play in, no contra el 15 o el 16 sino igual contra el city si pasa el city. Así los puestos de la liga valdría. Hasta octavos. Y el octavo siempre tendría un rival más difícil que el séptimo y que el primero."
291,"Me da igual vuestra opinión, yo vengo a sumarme a lo de kgarme pero en vosotros! (vuestras madres son un encanto, respeto )"
292,"En que no se jugaban más que solo dos partidos es mentira, porque el PSG-Stutgart TMB se lo jugaron. PD: son dos partidos menos, y no valorar que es una ventaja es opinión. PD2: yo habría hecho en la repesca sorteo y partido único, con ventaja en los 8 primeros de la repesca."
293,"totalmente de acuerdo en todo lo que dijeron, este formato es lo peor que vi, es la primera vez en mi vida que no me sente a mirar ni un solo partido"
294,Completamente de acuerdo. Buen trabajo chavales
295,Nada más a los que apoyan equipos que no compiten realmente en Champions año con año les gusta este formato
296,"Joder, da gusto ver que una opinión en contra de este formato está bien argumentada. Totalmente respetable cada opinión y más aún cuándo opinas y no das por hecho que ""es una basura"" como sucede en Twitter y te aferras a un argumento pobre que ya tenía el anterior formato."
297,Recordemos que hubo un infame formato con dos fases de grupos consecutivas e incluso eso era mejor que esto 
298,"Recuerden, amiguitos, este formato se hizo para que los clubes recibieran más dinero y se les quite la idea de crear una Súper Liga independiente a UEFA. Así de simple."
299,"Este formato le da mil vueltas al anterior, se disfruta más que la Liga y hasta el final tiene emoción, basta casposismo"
300,"A mí me gusta el formato mucho más que el anterior. Y por cierto, eso de que sólo dos equipos se jugaban algo en la jornada final es mentira, muchos equipos tenían opciones de top 8 y otros que estaban entre los 24 acabaron quedándose fuera y sino que se lo pregunten al Stuttgar."
301,"no estoy de acuerdo con lo del calendario, creo que es mas positivo que clubes como el Celtic jueguen con clubes a su nivel y que clubes como el PSG juegue contra clubes también de su nivel, si Celtic jugaba contra los clubes que jugo el PSG no clasificaba a los playoff y si PSG jugaba contra los rivales del Celtic, seguramente quedaba primero (nombro a PSG y al Celtic porque son los ejemplos del video)"
302,"que hagan formato tipo liga mexicana y nos olvidamos de problemas
como menciona Nacho: 1 vs 16, 2 vs 15...
y de ahí, el mejor clasificado contra el peor, suponiendo que gana el 2 y el 16, ellos se enfrentan, y así hasta llegar a la final donde bien podrían ser el 1 vs 2 de la tabla general o el 15 vs 16"
303,"Yo creo que la champions justa nunca es ni ha sido ni sera. En el momento en que hay sorteo y no todos juegan contra todos, como una liga, no es justo. Normalmente la gente abraza esa injusticia porque es necesaria en un torneo de eliminatorias. Este formato por pura cantidad de partidos, rivales e imprevisibilidad de los cruces de 16 avos hace que el hecho de que sufras un poquito más en alguna fase se pueda ver compensado en otra. Se premia acabar top 24 que es muy asequible (demostrando un nivel mínimo exigible) y acabar top 8 que demuestra bastante regularidad. Se infravalora la diferencia entre jugar dos partidos de 16avos y pasar a 8avos directamente. Los equipos que no han rendido a muy gran nivel si que se ven realmente penalizados por mucho que sigan vivos."
304,"Haria sorteo en cuartos sin embargo si en la tabla estuviste por encima de tu rival la vuelta la haces en casa, lo de que eso que vale mucho se haga por sorteo es ridiculo"
305,"No queréis Superliga porque perjudica al pequeño, pero esta nueva Champions League que beneficia al pequeño tampoco os gusta "
306,"Solo el año pasado Copenhage, PSV y PSG pasaron ganando 2 de 6 que es menor porcentaje que el 3 de 8 del City. Dependiendo del grupo era bastante sencillo meterse como 2 ganando solo 2 partidos. Asi que como argumento se queda flojo..."
307,"Duran a Arabia, es cierto?"
308,Lo que no tiene sentido es que hasta los quintos de algunas grandes ligas puedan acceder. Es un sinsentido.
309,"Con lo que sabeis de futbol inglés y lo limitados que sois para opinar algo que no tiene que ver con ello, aún asi sois unas bestias!"
310,"Siempre espero que nacho no emboque al 3, y lo hace, simplemente la cabra "
311,"lo de que solo se jugaban cosas city y stuttgart es mentira, el sporting, el psg, brujas, tenian opciones de quedarse fuera"
312,"Tal y como es el formato, no entiendo por qué hay sorteos. Se podrían emparejar los 16avos jugando 9° contra 24°, 10° contra 23° y así sucesivamente. Y después en octavos que el 1° se enfrentase contra el peor clasificado de los que hayan pasado, etc. No comprendo ni por qué se igualan por parejas los clasificados, siendo indiferente quedar primero que segundo, ni por qué los mejores clasificados no tendrán preferencia de campo a partir de cuartos. Tampoco se contempla la opción que el que quede 24° en la liguilla le gane al 9° o 10°, y por tal y como está montado se enfrentará al 7° u 8° y no al 1°. Es un formato ""similar"" al de los playoffs de la NBA pero con una aplicación nefasta"
313,"4 grupos de 6 y que solo pasen 2, le quitas a la champions por la cara una cantidad de partidos que hacen que no sea ni rentable clasificar para equipos ""pequeños"", ¿qué posibilidades tendría el Leicester campeón en ese formato? ¿De dónde sacas el dinero que pierdes por quitar tantos partidos? La realidad es que solo hay 5 o 6 equipos realmente candidatos a ganar cada año, el resto lo que quiere es sacar el máximo dinero posible. Si además de eliminarlos les quitas partidos de fase de grupos, ¿Cuál es la recompensa para un Aston Villa o un Girona por clasificar a champions? Estoy de acuerdo en que o hay que quitar equipos de la champions o eliminar más en la fase de grupos, pero no puedo estar de acuerdo con un formato tan radical."
314,Solo para los equipos grandes
315,"Na amigos esta muy bien que den sus opiniones pero entonces llamen al video ""nuestra opinión sobre el nuevo formato"" y no como lo hicieron. Con ese título que ponen mínimo espero que haya alguien para contra-argumentar lo que ustedes dicen, porque hay cero imparcialidad a la hora de analizar el formato"
316,"#pifiasLMI Hay dos argumentos que se contradicen. Es un error decir que no hay nada en juego en la ultima jornada y que da igual porque pasan todos aunque lo hagan mal pero después decir que está mal que el 15avo (ha hecho una mala Champions) se tenga que enfrentar al primero o al segundo. Dicho esto, buen video aunque estoy en desacuerdo"
317,"en el formato anterior fue una mierda todos los partidos del city (en su mejor momento), este formato los partidos del city (en su peor momento) fueron todos muy entretenidos.... lo que no le gusta a pablo es todo lo bueno de la vida"
318,"Yo creo que la solución al tema de las llaves mal balanceadas sería que los playoffs queden como están, pero que después haya sorteo en 8vos (con los primeros 8 definiendo de local), y que a partir de 4tos el que terminó más alto en el ranking define de local.

Lo otro que la gente no esta teniendo en cuenta es que la fase de grupos no ha terminado aún, todavía falta que eliminen 8 equipos. No se han ""salvado"" los que quedaron por sobre el 24, todavía no llegan a 8vos!"
319,"A veces el futbol es futbol 
-Pablo 2025"
320,"Pablo en ninguna competicion te enfrentas a los mismos equipos, por que en liga  por ejemplo un betis-villareal en septiembre y luego un villareal-betis en marzo no son el mismo partido ( tanto por fichajes invernales como por cambios de entrenador o dinamica ) entonces ese argumento es una chorrada por que te pueden tocar de rivales un psg o un city rotos como los de este año, o te puede tocar un psv y un atalanta y que sean en ese momento de la temporada rivales mas duros que psg y city con lo cual precisamente eso es lo que mola que no te enfrentas a los mismos siempre como en el resto de competis"
321,Con este nuevo formato beneficia mas a equipos como el manchester united que en la temporada pasada quedo eliminados en face de grupos ahora con este nuevo formatos los beneficia mas recuerdo que en 2014 la juventus quedo eliminada en face de grupos y la verdad en lo personal eran muy emocionantes los juegos en esa ocasion pasaron el real madrid y el galatasaray  también en temporadas anteriores ya se han visto eliminaciones de grandes equipos como el barcelona el inter de milan el atletico de madrid y el chelsea
322,Yo este año estoy mirando 0 la champions. Pero 0. Solo algun resumen cada tanto. No sé si habrá mucha gente así
323,Las últimas dos fechas fueron una perdida de tiempo... Ya se sabía quiénes clasificaban y hasta quienes pasaban directo a 8vos
324,Para mi lo que hay que cambiar es lo de la ronda extra  para que no se clasifiquen equipos como el madrid que lo han hecho fatal y aun asi ahi estan. Que se clasifiquen directos los primeros ocho y luego que como mucho haya 4 equipos que se enfrenten entre si y clasifiquen dos como repesca o asi..
325,Yo también conozco a la pacha mama
326,POV gente de Madrid : el nuevo formato no es justo 
327,Otra ventaja de los grupos de 6: hacer 3 bombos y que también haya enfrentamientos entre equipos del mismo bombo. Aunque los últimos del bombo 1 serán los mismos que ya se enfrentaban antes por estar en el 2.
328,"Si van hacer la champions así la uefa hagan la super liga de una vez y ya, si quieren usar este modelo para mi es que todos contra todos y se elimina a la mitad de la tabla y se pasan a octavos y hasta la final"
329,"Si quieren justicia y merecimiento, tienen que quitarle 10 champions al madrid"
330,"Lo mejor de este formato es que hay una ronda eliminatoria más que es el atractivo de la champions (fumadón de Pablo diciendo que su formato ideal solo tiene dos eliminatorias), aun así a mi no me compensa y prefiero el formato antiguo. Pero al menos mejoraría si los octavos se establecieran en base a la posición de la liga, le compro el playoff pero que el cuadro sea algo mas justo y el mejor clasificado que haya pasado el playoff juegue contra el octavo de la liga (ya sea el 9° porque ha ganado al 24° o el 11° porque ha habido sorpresas) el 2° mejor contra el 7°...
Así darías mayor importancia y harías algo mas justo la liga porque cada posición cuenta y te beneficia de cara a las rondas eliminatorias, cargandote la narrativa de bueno ahora el 24° elimina al 9° y después le va a tocar el 8°, en este caso se enfrentara al noveno y si consigue pasar le tocara el mejor de la competición.
(Formato que beneficia los intereses de UEFA porque seria todavía mas complicado que equipos pequeños lleguen lejos en la competición)"
331,El partido del PSG no era de vida o muerte? No entiendo el argumento
332,Me vi la friolera cantidad de 0 partidos de esta “Champions”
333,"A mi me gusta mucho, porque ahora los equipos pequeños pueden jugar contra 8 clubes, cuando antes solo era contra 3..."
334,Nacho indignado por el nuevo formato porque ya no le van a regalar la fase de grupos al Real Madrid
335,Este Formato es Hermoso  Solo a los Españoles no les gusta obviamente por Razones muy obvias
336,Nacho y Pablo hablando dizque ha hablar de su opinion y que respetan a los demas y una mierda. Yo vengo aqui cagarme en el once de la semana del otro dia por la aún no inclusion del Moyesiah en uno de estos
337,Sabes que tu opinión es la correcta cuando pablo opina lo contrario
338,Pues un saludo
339,"Tiraré de un clásico:
¿El formato? Una mierda

Tragarnos 8 jornadas de torneo para que al final solo queden eliminados los equipos que son totalmente anticompetitivos y que si no estuvieran en el que se supone es el mejor torneo de clubes de Europa no le importaría a nadie. Calendarios entre equipos que son tan exageradamente distintos en cuanto a dificultad que roza el sinsentido. Equipos ""grandes"" que han hecho una liguilla lamentable como el City y aún así se clasifican porque hay que ser tan jodidamente malo para no entrar en playoff que es imposible no hacerlo. Por último el quedar del 1 al 8 te hace evitar una ronda, pero hasta ahí las ventajas de hacerlo bien, porque una vez pasada esa ronda da igual haber ganado los 8 partidos que haber ganado 2"
340,No entiendo el debate si coincidis. Deberiais repartir los roles o algo
341,"Nacho eres tontísimo, tienen la razón en todo. Besos."
342,"Esta nueva Champions es mucho más emocionante que la anterior. A mi me ha gustado bastante. Ahora, para desahogar el calendario habría que excluir una copa en Inglaterra, la FA Cup es una pierda de tiempo"
343,todo este formato es para que la chozas cup sea mucho mas random de lo que ya era
344,"Creo que el formato es muy mejorable, tengo varias propuestas, la primera es volver a grupos 8 grupos pero de 6 equipos y que por sorteo te toque jugar con tres de ellos ida y vuelta, los dos mejores clasifican y así de 48 equipos pasan a 8vos solo 16, otro es cargandose la fase previa de eliminatorias y pasan solo 16, otro es volver al primer formato llaves en todo hasta la final y con 64 equipos y comenzando en 16avos, y otro es hacer una especie de todos vs todos y los 4 mejores se hacen un final four en sede neutral"
345,Si el madrid hubiese quedado entre los 8 primeros dirias otra cosa..
346,"Respondiendo a la pregunta final del vídeo, a mí lo que no me gusta es el fútbol"
